g_unit,g_name,g_suffix,cellRef,start_year,start_date,end_year,end_date,redistricted,g_data,g_data_credit
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1002,0,,1841,,E,53.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1003,0,,1841,,E,14.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1004,0,,1841,,E,593.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/101,0,,1841,,E,24.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1014,0,,1841,,E,1.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1016,0,,1841,,E,46.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1019,0,,1841,,E,49.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1020,0,,1841,,E,0.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1021,0,,1841,,E,0.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1023,0,,1841,,E,26.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1031,0,,1841,,E,10.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1035,0,,1841,,E,1.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1038,0,,1841,,E,4339.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1041,0,,1841,,E,384.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1042,0,,1841,,E,32.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1052,0,,1841,,E,8.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1055,0,,1841,,E,0.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1058,0,,1841,,E,19172.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1063,0,,1841,,E,81.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1071,0,,1841,,E,100.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1076,0,,1841,,E,11.0,
10001043,ENGLAND AND WALES,Dep,OCC_RAW1841:female/o20/1079,0,,1841,,E,4.0,
